n_sample,score_mean,score_std
1000,1.1042981478174778,0.16843914021360248
1172,1.0720837998516575,0.157937736665329
1373,1.0645523949699973,0.12793277628429459
1610,1.055479656481356,0.10768670459578762
1887,1.0489918591664684,0.08601916379673644
2212,1.0386568139100278,0.0846398568821353
2592,1.0241690541980506,0.06811732324253258
3039,1.0169317372664328,0.08063898362790396
3562,1.021192464907514,0.08793061606926092
4175,1.0222343523495385,0.05897677342598228
4893,1.0147390125493136,0.042186550649563975
5736,1.0086605761582237,0.04431942765377567
6723,1.0125321479473668,0.05245975142249891
7880,1.0000094262681125,0.04851850860280721
9236,0.9867378199838758,0.048888189400146706
10826,0.9884786436968349,0.03482254435958444
12689,0.9818760453630759,0.039144774181516566
14873,0.9860483737629178,0.02903902546529876
17433,0.9939326899719475,0.03093509731019872
20433,0.9973270428052358,0.025923656675224463
23950,0.9990217039751597,0.029877134478553342
28072,1.0032325992390374,0.026807810341325133
32903,1.0044745276195535,0.02665779965067378
38566,0.999917357129181,0.021048680983189672
45203,1.001148365455612,0.01563682935444495
52983,0.9992326694203498,0.015942507579721394
62101,1.0027648994997098,0.016836539825414096
72789,1.007180864872662,0.019486343076537422
85316,1.0089454454181772,0.012542880181396716
100000,1.0112648468934355,0.012038139622421933
