is_outlier,anomaly_score,Booking ID,Customer ID
0,-0.38716522338065407,"""CNR9907493""","""CID6858115"""
0,-0.46805048373391106,"""CNR1653982""","""CID4606212"""
0,-0.4438051752975953,"""CNR3151351""","""CID5996744"""
0,-0.40835556298230163,"""CNR5839286""","""CID6748555"""
0,-0.4184473498118661,"""CNR7329923""","""CID6785564"""
0,-0.39007032827543564,"""CNR5096969""","""CID9641648"""
0,-0.44358509420276154,"""CNR1876873""","""CID7009586"""
0,-0.43323862938470487,"""CNR5989915""","""CID3511989"""
0,-0.40738669597213006,"""CNR2199660""","""CID9484653"""
0,-0.4555918811704084,"""CNR9224561""","""CID3216643"""
0,-0.4295301618088046,"""CNR6004179""","""CID8334788"""
0,-0.4517793086419955,"""CNR2848883""","""CID8775285"""
0,-0.4285498993919472,"""CNR4912613""","""CID5335845"""
0,-0.40221972136836476,"""CNR3091563""","""CID7525082"""
0,-0.41358146780305255,"""CNR3829594""","""CID7444128"""
0,-0.488477845970052,"""CNR5919824""","""CID2253436"""
0,-0.4356090735668983,"""CNR7419994""","""CID8387084"""
0,-0.3962991075146914,"""CNR4275770""","""CID9551356"""
0,-0.42439711600669305,"""CNR1249921""","""CID9145303"""
0,-0.41509380975578614,"""CNR5390495""","""CID6154940"""
0,-0.4803075702082196,"""CNR5952656""","""CID7746814"""
0,-0.4536610826206199,"""CNR3751120""","""CID3789660"""
0,-0.40010731263429716,"""CNR9067233""","""CID9970241"""
0,-0.445616061416427,"""CNR4065133""","""CID7152206"""
0,-0.3684200404419064,"""CNR8228394""","""CID9571170"""
0,-0.402583970219433,"""CNR7610861""","""CID2339913"""
0,-0.4676476978091238,"""CNR6736405""","""CID4933879"""
0,-0.4441291617568283,"""CNR1688931""","""CID8264700"""
0,-0.405520865888685,"""CNR4088932""","""CID5149871"""
0,-0.44244448422294724,"""CNR8628982""","""CID2069972"""
0,-0.39526682267441066,"""CNR2194335""","""CID3284539"""
0,-0.42746300392736447,"""CNR9684874""","""CID6465816"""
0,-0.44050167503186716,"""CNR9079309""","""CID5388220"""
0,-0.43008664790145856,"""CNR2639534""","""CID1016051"""
0,-0.44848294665689764,"""CNR4508740""","""CID7118319"""
0,-0.4155086456988762,"""CNR3604562""","""CID1269661"""
0,-0.46176629725339396,"""CNR7519096""","""CID3559169"""
0,-0.4214074158690606,"""CNR4613857""","""CID1538213"""
0,-0.472555917796783,"""CNR2075285""","""CID5381731"""
0,-0.38865337329292904,"""CNR1863073""","""CID7493644"""
1,-0.5509475315391841,"""CNR3784194""","""CID5010079"""
0,-0.4970872059585287,"""CNR9567683""","""CID9027959"""
0,-0.4509675952029176,"""CNR8092223""","""CID5416957"""
0,-0.4206569994717225,"""CNR7161820""","""CID1029421"""
0,-0.41437674170729727,"""CNR1607053""","""CID8787616"""
0,-0.4579171545746634,"""CNR9718557""","""CID7956726"""
0,-0.3767096993102883,"""CNR6118093""","""CID6060730"""
0,-0.48833622777592495,"""CNR4112418""","""CID2765971"""
