pc1,pc2,cluster,Booking ID,Customer ID
-8.723256799294536,24.114366895816566,4,"""CNR9907493""","""CID6858115"""
-92.95548376042112,70.61341485429031,3,"""CNR1653982""","""CID4606212"""
35.79775254558394,37.174378710206945,1,"""CNR3151351""","""CID5996744"""
-75.0188519947526,-36.90823141447584,0,"""CNR5839286""","""CID6748555"""
-62.935401117008354,27.746880910741613,3,"""CNR7329923""","""CID6785564"""
-23.385855429373077,20.79969028529681,4,"""CNR5096969""","""CID9641648"""
-39.46456639536956,-12.089742772256228,4,"""CNR1876873""","""CID7009586"""
75.91581599591598,0.9606098875202674,2,"""CNR5989915""","""CID3511989"""
-42.05150428000936,-40.841836633709526,0,"""CNR2199660""","""CID9484653"""
-50.940332022556646,80.24640823760882,3,"""CNR9224561""","""CID3216643"""
-80.69289871516483,-7.426371331341355,3,"""CNR6004179""","""CID8334788"""
27.020407098918774,-3.6790243602039117,4,"""CNR2848883""","""CID8775285"""
46.73658019744631,-58.28452535788879,2,"""CNR4912613""","""CID5335845"""
44.50287705407523,1.08766196268197,2,"""CNR3091563""","""CID7525082"""
3.2890717340100877,76.61195037333077,1,"""CNR3829594""","""CID7444128"""
75.2777889165691,31.223704991351944,1,"""CNR5919824""","""CID2253436"""
37.64372801281731,19.245874051206687,1,"""CNR7419994""","""CID8387084"""
21.241856074628583,46.02684986227296,1,"""CNR4275770""","""CID9551356"""
-87.28526291179485,27.978470844268088,3,"""CNR1249921""","""CID9145303"""
-27.36579725858281,-89.14422502960383,0,"""CNR5390495""","""CID6154940"""
-31.902759697278654,75.13518035729162,3,"""CNR5952656""","""CID7746814"""
-81.01321342551547,65.40150261562384,3,"""CNR3751120""","""CID3789660"""
-19.784240650293697,36.54867308759846,3,"""CNR9067233""","""CID9970241"""
-2.0240291033141724,-69.98324058024932,0,"""CNR4065133""","""CID7152206"""
-76.78832378065809,6.342010512912329,3,"""CNR8228394""","""CID9571170"""
-32.49884396562072,-56.5499893161998,0,"""CNR7610861""","""CID2339913"""
84.18469978311087,6.314832376523153,2,"""CNR6736405""","""CID4933879"""
49.92460701557618,-33.48470000492336,2,"""CNR1688931""","""CID8264700"""
-19.536797537074115,60.879813337780966,3,"""CNR4088932""","""CID5149871"""
-29.551567766890656,-75.31660139331159,0,"""CNR8628982""","""CID2069972"""
30.050453506313897,73.72838864498848,1,"""CNR2194335""","""CID3284539"""
-80.96964719645018,52.25110284539989,3,"""CNR9684874""","""CID6465816"""
62.11955086058289,4.869311824655412,2,"""CNR9079309""","""CID5388220"""
-74.3112822945874,-15.53706922178665,0,"""CNR2639534""","""CID1016051"""
22.51323073000075,-84.34646902742026,2,"""CNR4508740""","""CID7118319"""
47.69943446535677,-77.3630310589882,2,"""CNR3604562""","""CID1269661"""
-34.143414807271746,12.031630626259835,4,"""CNR7519096""","""CID3559169"""
-39.265765396790464,-64.69861247578334,0,"""CNR4613857""","""CID1538213"""
-86.60831822590167,43.26904962282581,3,"""CNR2075285""","""CID5381731"""
-59.90978598543941,34.2979471353583,3,"""CNR1863073""","""CID7493644"""
60.87876477622677,77.5525828286985,1,"""CNR3784194""","""CID5010079"""
-20.19547580392384,-76.88848390783868,0,"""CNR9567683""","""CID9027959"""
29.70059517587207,88.86043492181471,1,"""CNR8092223""","""CID5416957"""
25.24046162127012,-18.12938931737293,4,"""CNR7161820""","""CID1029421"""
-22.466170008847556,-55.987218934100255,0,"""CNR1607053""","""CID8787616"""
60.7898510640616,-31.781637275284684,2,"""CNR9718557""","""CID7956726"""
23.11528571786198,-36.68396123106705,2,"""CNR6118093""","""CID6060730"""
35.17608171987733,92.75477783873173,1,"""CNR4112418""","""CID2765971"""
89.05150992926674,-50.625687880662106,2,"""CNR1404682""","""CID2500945"""
-78.50318588606531,-2.0261758607429394,3,"""CNR8801298""","""CID5468184"""
50.59341048274007,-50.586875576888644,2,"""CNR1637661""","""CID2372869"""
7.433967323494508,82.3236036877423,1,"""CNR7739482""","""CID4693942"""
38.97272700919855,-14.955680684026431,2,"""CNR3781611""","""CID2363463"""
-85.52469519316104,36.35292181853201,3,"""CNR5098572""","""CID7513630"""
20.724789666063547,42.90758323329055,1,"""CNR6664843""","""CID4393406"""
63.19523664849238,81.96791360643181,1,"""CNR7632396""","""CID8911016"""
16.430240906411324,57.422738379617584,1,"""CNR3575738""","""CID3426297"""
-5.224541467935045,-43.15497361245763,0,"""CNR6482089""","""CID5652000"""
3.4165508644851603,56.38830702167086,1,"""CNR6578025""","""CID7427794"""
-36.47266004434594,-44.011721575388314,0,"""CNR8267532""","""CID8446600"""
54.022616221298236,-53.0761471658951,2,"""CNR9050064""","""CID7193319"""
-23.495532041703044,60.25965349274328,3,"""CNR7715554""","""CID4225622"""
51.29380289101379,-67.68939147232729,2,"""CNR6464294""","""CID7648300"""
93.10130798002369,-57.07537036934361,2,"""CNR1456878""","""CID5947573"""
91.400155112476,-46.206861852332594,2,"""CNR2057354""","""CID9049154"""
-91.40342889901511,60.73278044942692,3,"""CNR8587469""","""CID4290571"""
-25.783832468979597,29.535684307737018,3,"""CNR3267660""","""CID6876486"""
-4.8171303729305786,18.65865451746647,4,"""CNR6927712""","""CID8634922"""
-93.06778068628465,58.44748273073722,3,"""CNR7205017""","""CID6706197"""
49.1319170073069,74.6999297386228,1,"""CNR8960441""","""CID2027368"""
6.4869963835738345,-1.841157998268592,4,"""CNR7649243""","""CID2485587"""
28.629236838657057,-7.475970832459833,4,"""CNR6120519""","""CID3376920"""
-27.066730560712962,31.356074708800165,3,"""CNR8332582""","""CID3921065"""
57.99536389798539,-13.998748802144641,2,"""CNR7275432""","""CID2820293"""
-46.86842630266497,-81.07619059466715,0,"""CNR3989123""","""CID5567794"""
-14.551179165700445,16.112791467000555,4,"""CNR5800729""","""CID6978541"""
-79.46256323773142,-34.569251304700614,0,"""CNR7187573""","""CID2449558"""
15.227175727549296,-57.15608843397392,2,"""CNR5315648""","""CID3056838"""
61.82658906300654,58.476260539560926,1,"""CNR9615099""","""CID6698020"""
78.72219658448563,-49.21093000397376,2,"""CNR4937668""","""CID3024078"""
-63.5632745096485,44.85881373202647,3,"""CNR9718566""","""CID9045640"""
-14.482192050006551,22.19744679193855,4,"""CNR3679688""","""CID8496866"""
-61.22120876735147,-86.3655116947428,0,"""CNR9893606""","""CID5069729"""
-17.760330212284007,-27.917156157916672,4,"""CNR7353628""","""CID4679215"""
-76.02852050917302,-4.673497437652876,3,"""CNR1048132""","""CID8111604"""
15.106820549816124,-50.08903568818617,2,"""CNR9440790""","""CID1378426"""
27.653317663588115,-7.6289987785778575,4,"""CNR8417695""","""CID8402312"""
63.3609692010269,48.590865535001576,1,"""CNR9674900""","""CID4697715"""
-24.128252193263894,38.90668167720415,3,"""CNR9981094""","""CID7881213"""
-20.503545364083035,47.570501634883236,3,"""CNR1042085""","""CID6691321"""
-64.6132919060916,-26.162442074099367,0,"""CNR3859906""","""CID3279740"""
-10.796615042197256,63.266401351647914,3,"""CNR3802006""","""CID1735724"""
41.36128470381787,34.00073057929985,1,"""CNR5006108""","""CID8246510"""
48.547665445254495,33.10625097163657,1,"""CNR2914832""","""CID2222248"""
-69.03580550915126,60.19285145701885,3,"""CNR9105726""","""CID8789743"""
-0.09432517513821528,-4.898637769428468,4,"""CNR3734577""","""CID4874936"""
-19.22237935209708,78.14359510178235,3,"""CNR8478326""","""CID7377835"""
79.18042633676171,-32.94266463973583,2,"""CNR8946984""","""CID6908781"""
31.501125064867715,-51.56339252320712,2,"""CNR7282361""","""CID3781034"""
-70.89438858360954,1.1936547207917372,3,"""CNR5796404""","""CID3732810"""
-1.3579162600175585,3.00221721825725,4,"""CNR1012908""","""CID3608489"""
73.40236553099625,-54.09284360727699,2,"""CNR4572189""","""CID1301674"""
-7.892308361783321,-70.90482255871441,0,"""CNR2882430""","""CID6605614"""
-29.789229273418457,22.830121347611282,3,"""CNR6581126""","""CID6285282"""
-70.07695985491054,-87.7541023406479,0,"""CNR9400405""","""CID5266748"""
57.15779181881099,-53.598514310213595,2,"""CNR7885768""","""CID1703076"""
-54.56655377345186,-25.59842420666372,0,"""CNR9091363""","""CID5592238"""
-5.6775968384836775,30.665059157910857,4,"""CNR5265943""","""CID9471651"""
-40.541378731570816,-37.56734663517546,0,"""CNR1788956""","""CID7871191"""
-45.936419936257664,-87.00209670693214,0,"""CNR7001764""","""CID3713208"""
73.17651151466629,63.29378493220971,1,"""CNR4802303""","""CID9398026"""
23.52508555148822,-78.12090691140655,2,"""CNR2330000""","""CID3659090"""
-86.93172486680976,-6.386246818572574,3,"""CNR1971431""","""CID6667080"""
59.83400307113303,6.534812140143637,2,"""CNR3513218""","""CID6349446"""
-25.301134661195118,-44.28035892989668,0,"""CNR4137251""","""CID1323988"""
6.557893694352571,-79.77037469215398,0,"""CNR3126868""","""CID7687141"""
8.216016808006522,-51.17068304076519,2,"""CNR5582674""","""CID9196972"""
27.3779544694325,-70.43135500142245,2,"""CNR3693625""","""CID9560664"""
46.271726791389376,-74.55024752289478,2,"""CNR8058896""","""CID8876519"""
-38.48023092365584,58.91985994111636,3,"""CNR7670537""","""CID2317902"""
51.684777328205016,-57.49485530283723,2,"""CNR5607835""","""CID5293153"""
4.66693771132409,-3.1392048802365786,4,"""CNR6154203""","""CID6813959"""
-7.13835471572327,52.705621455989316,1,"""CNR9888138""","""CID5980331"""
-30.6903805481476,47.995775267845694,3,"""CNR3120646""","""CID7033846"""
23.3591175368322,77.74104407597237,1,"""CNR8413965""","""CID7553675"""
5.292787048616481,-13.165751961038639,4,"""CNR6411219""","""CID6125725"""
-82.0044277483547,7.545972148707819,3,"""CNR6031480""","""CID6947577"""
20.236490890355558,26.63543367547304,4,"""CNR5257620""","""CID8651537"""
-52.83384156556835,-17.230503154292535,0,"""CNR9809490""","""CID3296740"""
-82.25866481579769,-36.01615270924312,0,"""CNR5830762""","""CID7546005"""
