split,Customer Rating_fill,Booking ID,Customer ID
train,4.403161525726318,"""CNR4993154""","""CID1513736"""
train,4.900000095367432,"""CNR4786136""","""CID5640349"""
train,4.699999809265137,"""CNR7090635""","""CID6126230"""
train,4.409822463989258,"""CNR7299359""","""CID8489730"""
train,4.199999809265137,"""CNR1378082""","""CID9232180"""
train,4.699999809265137,"""CNR9078518""","""CID3015422"""
train,4.699999809265137,"""CNR7269321""","""CID5397852"""
train,4.199999809265137,"""CNR1360239""","""CID8823784"""
train,4.5,"""CNR9034214""","""CID5303294"""
train,4.404231548309326,"""CNR2649637""","""CID9041698"""
train,4.199999809265137,"""CNR8836943""","""CID9131937"""
train,5.0,"""CNR9846718""","""CID6812930"""
train,4.800000190734863,"""CNR4778304""","""CID5081795"""
train,4.404213905334473,"""CNR7415120""","""CID9157538"""
train,4.403161525726318,"""CNR4522713""","""CID8269061"""
train,4.599999904632568,"""CNR1950504""","""CID4462368"""
train,4.404231548309326,"""CNR9825556""","""CID1090488"""
train,4.404231548309326,"""CNR7327697""","""CID5689438"""
train,4.409822463989258,"""CNR8739739""","""CID3042249"""
train,4.400000095367432,"""CNR9286802""","""CID2124075"""
train,4.4021992683410645,"""CNR2504042""","""CID8557246"""
train,4.300000190734863,"""CNR4051660""","""CID5323668"""
train,4.599999904632568,"""CNR6168931""","""CID6704031"""
train,3.700000047683716,"""CNR9908868""","""CID7456339"""
train,4.099999904632568,"""CNR8315560""","""CID4799490"""
train,4.4021992683410645,"""CNR3241630""","""CID9417347"""
train,4.404231548309326,"""CNR3886090""","""CID8916322"""
train,4.099999904632568,"""CNR5950848""","""CID6089643"""
train,4.599999904632568,"""CNR6865701""","""CID9617657"""
train,4.404213905334473,"""CNR8064181""","""CID3780052"""
train,3.9000000953674316,"""CNR5368258""","""CID9631006"""
train,4.409822463989258,"""CNR4240175""","""CID7235384"""
train,4.404231548309326,"""CNR4851847""","""CID1499027"""
train,4.800000190734863,"""CNR9245732""","""CID4030697"""
train,4.404213905334473,"""CNR9722982""","""CID8264871"""
train,4.900000095367432,"""CNR1172224""","""CID5209441"""
train,4.900000095367432,"""CNR8657956""","""CID7412496"""
train,4.404231548309326,"""CNR3810403""","""CID6294000"""
train,4.4053192138671875,"""CNR4880416""","""CID1327390"""
train,4.199999809265137,"""CNR9053475""","""CID9670435"""
train,4.4021992683410645,"""CNR4187156""","""CID6121460"""
train,4.599999904632568,"""CNR1894838""","""CID3119167"""
train,4.403161525726318,"""CNR5719557""","""CID2687173"""
train,4.5,"""CNR5418205""","""CID4363188"""
train,4.404213905334473,"""CNR8323773""","""CID1817310"""
train,4.300000190734863,"""CNR6582224""","""CID4162834"""
train,4.900000095367432,"""CNR1158299""","""CID7138987"""
train,4.0,"""CNR5740188""","""CID4394973"""
train,4.409822463989258,"""CNR3497342""","""CID1601766"""
train,4.5,"""CNR3445500""","""CID4022271"""
train,4.4053192138671875,"""CNR8999672""","""CID6904929"""
train,4.300000190734863,"""CNR5517980""","""CID2584457"""
train,4.900000095367432,"""CNR4981656""","""CID2287043"""
train,4.403161525726318,"""CNR4140125""","""CID7417308"""
train,4.4021992683410645,"""CNR4789802""","""CID4864257"""
train,4.5,"""CNR2067368""","""CID7406506"""
train,4.599999904632568,"""CNR5745004""","""CID8137475"""
train,4.599999904632568,"""CNR8994008""","""CID3952296"""
train,3.200000047683716,"""CNR9553759""","""CID5278731"""
train,4.400000095367432,"""CNR4565171""","""CID2453732"""
train,4.099999904632568,"""CNR4548304""","""CID8486957"""
train,4.800000190734863,"""CNR9183437""","""CID6614082"""
train,4.409822463989258,"""CNR8735695""","""CID2179534"""
train,4.4021992683410645,"""CNR3426223""","""CID1621922"""
train,4.900000095367432,"""CNR9498186""","""CID9907990"""
train,4.099999904632568,"""CNR7537239""","""CID7601353"""
train,3.5999999046325684,"""CNR9393576""","""CID5008800"""
train,4.404213905334473,"""CNR3038046""","""CID1915284"""
train,4.699999809265137,"""CNR7628122""","""CID4953299"""
train,4.599999904632568,"""CNR2437391""","""CID7025291"""
train,4.404213905334473,"""CNR6886758""","""CID5213466"""
train,4.5,"""CNR2226625""","""CID7380367"""
train,4.4053192138671875,"""CNR2533021""","""CID4716255"""
train,4.404231548309326,"""CNR3823722""","""CID3903805"""
train,4.099999904632568,"""CNR9593328""","""CID8082142"""
train,4.5,"""CNR4079228""","""CID2105844"""
train,3.0999999046325684,"""CNR6617229""","""CID9140239"""
train,4.300000190734863,"""CNR3239471""","""CID4297525"""
train,4.300000190734863,"""CNR2232794""","""CID7364674"""
train,4.409822463989258,"""CNR2480648""","""CID5266523"""
train,4.400000095367432,"""CNR7295231""","""CID9122560"""
train,4.800000190734863,"""CNR7132706""","""CID8587350"""
train,4.599999904632568,"""CNR8369131""","""CID2520698"""
train,4.4021992683410645,"""CNR2554376""","""CID4261140"""
train,4.300000190734863,"""CNR8705783""","""CID9196244"""
train,4.599999904632568,"""CNR8917543""","""CID7409078"""
train,4.400000095367432,"""CNR7474932""","""CID1251920"""
train,4.409822463989258,"""CNR5187458""","""CID4957419"""
train,4.404213905334473,"""CNR6118910""","""CID1828922"""
train,4.404213905334473,"""CNR8876427""","""CID2619678"""
train,3.700000047683716,"""CNR8879840""","""CID5702996"""
train,4.404231548309326,"""CNR7412848""","""CID7781707"""
train,4.4021992683410645,"""CNR2507166""","""CID6846507"""
train,4.300000190734863,"""CNR8915298""","""CID7999595"""
train,4.099999904632568,"""CNR2484021""","""CID9632569"""
train,4.699999809265137,"""CNR5934739""","""CID4004985"""
train,4.099999904632568,"""CNR5392415""","""CID8842710"""
train,4.599999904632568,"""CNR7240371""","""CID1435549"""
train,4.4053192138671875,"""CNR9783283""","""CID9896690"""
train,4.400000095367432,"""CNR2453427""","""CID4634287"""
train,3.9000000953674316,"""CNR8254324""","""CID5855812"""
train,4.900000095367432,"""CNR4971969""","""CID2227156"""
train,5.0,"""CNR2040257""","""CID4643133"""
train,4.400000095367432,"""CNR1429284""","""CID2697643"""
train,4.404213905334473,"""CNR3146104""","""CID7843856"""
train,4.4021992683410645,"""CNR1310250""","""CID4647837"""
train,4.300000190734863,"""CNR3329216""","""CID6987773"""
train,3.200000047683716,"""CNR1667317""","""CID1173230"""
train,4.5,"""CNR7862226""","""CID8639912"""
train,4.40507173538208,"""CNR9207801""","""CID5207874"""
train,3.5,"""CNR9833101""","""CID4920252"""
train,4.4021992683410645,"""CNR8836907""","""CID9820138"""
train,4.599999904632568,"""CNR8557652""","""CID8406572"""
train,4.4021992683410645,"""CNR1261183""","""CID7797062"""
train,4.403161525726318,"""CNR3597829""","""CID7193856"""
train,4.400000095367432,"""CNR1833607""","""CID2145140"""
train,4.4021992683410645,"""CNR3437541""","""CID2307638"""
train,4.099999904632568,"""CNR6450713""","""CID9126496"""
train,5.0,"""CNR3153900""","""CID6528884"""
train,4.800000190734863,"""CNR2442911""","""CID6521077"""
train,3.200000047683716,"""CNR2894023""","""CID6576393"""
train,3.799999952316284,"""CNR6080458""","""CID8465091"""
train,4.4021992683410645,"""CNR3333564""","""CID3886512"""
train,5.0,"""CNR8446228""","""CID8271982"""
train,4.900000095367432,"""CNR3876047""","""CID2276905"""
train,4.409822463989258,"""CNR3512687""","""CID1669072"""
train,4.5,"""CNR2600420""","""CID3871451"""
train,4.199999809265137,"""CNR3631820""","""CID2065095"""
train,4.199999809265137,"""CNR3506060""","""CID7444921"""
train,4.404213905334473,"""CNR1131090""","""CID8683875"""
train,4.699999809265137,"""CNR3761397""","""CID4163476"""
train,4.300000190734863,"""CNR1531343""","""CID6942519"""
train,4.4021992683410645,"""CNR7228955""","""CID8425326"""
train,4.199999809265137,"""CNR1375763""","""CID7334941"""
train,4.404231548309326,"""CNR9743675""","""CID6480970"""
train,4.5,"""CNR8424206""","""CID1702161"""
train,4.4053192138671875,"""CNR9672562""","""CID3432220"""
train,4.199999809265137,"""CNR6690497""","""CID1463660"""
train,4.400000095367432,"""CNR6759778""","""CID7023089"""
train,4.300000190734863,"""CNR9564137""","""CID7318883"""
train,4.900000095367432,"""CNR2795429""","""CID4173404"""
train,4.900000095367432,"""CNR7489020""","""CID3656604"""
train,4.0,"""CNR1084254""","""CID1477048"""
train,4.403161525726318,"""CNR8318631""","""CID3764451"""
train,4.199999809265137,"""CNR5607508""","""CID7932227"""
train,4.900000095367432,"""CNR7151463""","""CID9910786"""
train,3.799999952316284,"""CNR9466886""","""CID4896364"""
train,4.300000190734863,"""CNR8253375""","""CID8918919"""
train,4.409822463989258,"""CNR9529972""","""CID7729434"""
train,4.300000190734863,"""CNR1350130""","""CID1197130"""
train,4.900000095367432,"""CNR5372471""","""CID2691112"""
train,4.300000190734863,"""CNR7330072""","""CID8338174"""
train,4.4053192138671875,"""CNR3044010""","""CID3365344"""
train,3.9000000953674316,"""CNR8920990""","""CID2391786"""
train,3.0999999046325684,"""CNR1732730""","""CID8727891"""
train,4.800000190734863,"""CNR9762122""","""CID5830516"""
train,4.404213905334473,"""CNR1955238""","""CID5285393"""
train,4.404213905334473,"""CNR3371170""","""CID5830721"""
train,4.40507173538208,"""CNR2636755""","""CID8754435"""
train,4.900000095367432,"""CNR4941495""","""CID4900868"""
train,4.199999809265137,"""CNR4178243""","""CID4546175"""
train,4.699999809265137,"""CNR1319599""","""CID4776953"""
train,4.403161525726318,"""CNR1379004""","""CID5129656"""
train,4.699999809265137,"""CNR9971036""","""CID6663978"""
train,3.5,"""CNR6185316""","""CID8493667"""
train,4.404231548309326,"""CNR8773497""","""CID7876632"""
train,4.4021992683410645,"""CNR2312405""","""CID2505341"""
train,4.199999809265137,"""CNR2202856""","""CID3502883"""
train,4.404231548309326,"""CNR9151948""","""CID3753986"""
train,4.404231548309326,"""CNR2729000""","""CID3978238"""
train,4.5,"""CNR9934386""","""CID4940902"""
train,4.404231548309326,"""CNR8396503""","""CID9684562"""
train,3.799999952316284,"""CNR7091234""","""CID3358020"""
train,4.404213905334473,"""CNR1532487""","""CID7650135"""
train,4.403161525726318,"""CNR6878976""","""CID9596214"""
train,4.900000095367432,"""CNR6893626""","""CID1423766"""
train,4.199999809265137,"""CNR3410073""","""CID9487941"""
train,4.199999809265137,"""CNR9577130""","""CID5763230"""
train,4.800000190734863,"""CNR3519463""","""CID1766906"""
train,5.0,"""CNR1980620""","""CID6549275"""
train,4.699999809265137,"""CNR9301370""","""CID6343077"""
train,3.5999999046325684,"""CNR4158656""","""CID2177361"""
train,3.799999952316284,"""CNR5181953""","""CID2822867"""
train,4.409822463989258,"""CNR5263427""","""CID7321705"""
train,4.800000190734863,"""CNR1664133""","""CID3662583"""
train,4.300000190734863,"""CNR6800214""","""CID5430846"""
train,3.700000047683716,"""CNR9313874""","""CID7528983"""
train,3.9000000953674316,"""CNR3543018""","""CID4452709"""
train,4.400000095367432,"""CNR1901700""","""CID9538326"""
train,4.099999904632568,"""CNR3624050""","""CID2278338"""
train,4.409822463989258,"""CNR2754788""","""CID2897077"""
train,4.199999809265137,"""CNR8913241""","""CID5447043"""
train,4.300000190734863,"""CNR2884776""","""CID3609500"""
train,3.9000000953674316,"""CNR9095357""","""CID5885144"""
train,4.403161525726318,"""CNR3664821""","""CID3647485"""
train,4.5,"""CNR4817823""","""CID3659721"""
train,4.40507173538208,"""CNR3048319""","""CID6848906"""
train,4.404213905334473,"""CNR1475350""","""CID2241333"""
train,4.4021992683410645,"""CNR4762418""","""CID2441713"""
train,4.699999809265137,"""CNR9590721""","""CID3019449"""
train,4.409822463989258,"""CNR4383241""","""CID3929843"""
train,4.4021992683410645,"""CNR9509780""","""CID3395965"""
train,4.900000095367432,"""CNR6827404""","""CID4578920"""
train,4.403161525726318,"""CNR3961772""","""CID1920399"""
train,3.5999999046325684,"""CNR7811959""","""CID6874370"""
train,3.299999952316284,"""CNR8024046""","""CID3770585"""
train,4.400000095367432,"""CNR7332916""","""CID5592539"""
train,4.099999904632568,"""CNR9776611""","""CID9552922"""
train,4.199999809265137,"""CNR9572997""","""CID9803650"""
train,4.4021992683410645,"""CNR5594039""","""CID5360023"""
