idx1,idx2,distance,sample_count
2808.0,3038.0,1.4126724539826823,2.0
4525.0,4995.0,1.4458817441799228,2.0
2180.0,2402.0,1.5727711067767214,2.0
1577.0,1715.0,1.7537214855639316,2.0
420.0,493.0,1.8207308502488906,2.0
3290.0,4135.0,1.8714945547351347,2.0
3269.0,3736.0,2.1461236164453337,2.0
2560.0,3065.0,2.367383195396106,2.0
2152.0,2929.0,2.4070580234487235,2.0
2511.0,2998.0,2.4860718088881884,2.0
348.0,1041.0,2.5143788380566936,2.0
3225.0,4130.0,2.7285808732342836,2.0
2331.0,2366.0,2.7837721431757814,2.0
1060.0,1668.0,2.785038007499544,2.0
579.0,1019.0,2.785974785618613,2.0
1483.0,1536.0,2.786857827456636,2.0
3767.0,3886.0,2.798942751515308,2.0
3222.0,3722.0,2.8262364642456688,2.0
380.0,957.0,2.9158995475674896,2.0
1227.0,1745.0,2.932109834932678,2.0
1215.0,1782.0,2.9413699803308475,2.0
20.0,336.0,2.959135756000025,2.0
3632.0,3764.0,2.9702501624592696,2.0
1099.0,1841.0,3.0231515715835444,2.0
96.0,4687.0,3.0390406934130674,2.0
1329.0,1889.0,3.0429305344372763,2.0
2170.0,3013.0,3.0455492967602753,2.0
1445.0,1587.0,3.0489334690977445,2.0
624.0,796.0,3.0572219559184473,2.0
2208.0,2543.0,3.0738269907190925,2.0
3157.0,4106.0,3.073960106850712,2.0
2373.0,2901.0,3.0839190390860596,2.0
3510.0,3963.0,3.1033953266701526,2.0
2106.0,2724.0,3.112506513435782,2.0
3293.0,4086.0,3.1209122251261934,2.0
1822.0,1956.0,3.126743458068598,2.0
1303.0,1761.0,3.2060872524409705,2.0
2238.0,2988.0,3.2086978511753887,2.0
155.0,409.0,3.2088770750783975,2.0
3684.0,4019.0,3.208962630831651,2.0
3720.0,4143.0,3.2216278730466517,2.0
689.0,809.0,3.254481870372265,2.0
179.0,802.0,3.2770129903102827,2.0
4348.0,4892.0,3.296473081846181,2.0
4862.0,4872.0,3.2993146839554437,2.0
1066.0,1484.0,3.300737498334291,2.0
224.0,778.0,3.33796747788538,2.0
4778.0,4846.0,3.3438509412423882,2.0
3393.0,4157.0,3.348201226023888,2.0
2309.0,2338.0,3.348786971802136,2.0
3524.0,3741.0,3.3495478556590177,2.0
2240.0,2805.0,3.3643278379462047,2.0
4637.0,4988.0,3.369755519814399,2.0
2428.0,3067.0,3.3809270722466302,2.0
821.0,866.0,3.3830524042069214,2.0
3615.0,4236.0,3.398956322065758,2.0
763.0,771.0,3.4096913374564664,2.0
3210.0,4115.0,3.422029877686346,2.0
3391.0,4025.0,3.4231993474601485,2.0
381.0,637.0,3.466100832711774,2.0
1629.0,1671.0,3.4697322718947183,2.0
287.0,967.0,3.47526482598013,2.0
1269.0,1298.0,3.4896463356163756,2.0
4520.0,4949.0,3.493030396378196,2.0
2305.0,3086.0,3.5005161812695,2.0
2161.0,2683.0,3.5064469536502645,2.0
3555.0,3733.0,3.510182168359238,2.0
4474.0,4800.0,3.5404570109594338,2.0
4291.0,4475.0,3.552167808631032,2.0
4028.0,4189.0,3.554291704861191,2.0
4394.0,4479.0,3.570555780354262,2.0
2778.0,3077.0,3.577072534158409,2.0
3165.0,3311.0,3.57936320402672,2.0
1818.0,2056.0,3.5813366132265503,2.0
4556.0,4971.0,3.5926052107538093,2.0
293.0,882.0,3.59348761166679,2.0
2155.0,2432.0,3.5952194212471875,2.0
3540.0,3564.0,3.59816082183054,2.0
4617.0,4714.0,3.5996576623465777,2.0
3728.0,5030.0,3.6157084863062585,3.0
87.0,769.0,3.6170152083945117,2.0
4438.0,4989.0,3.6173775702480104,2.0
3964.0,4105.0,3.628437257096456,2.0
4125.0,4156.0,3.628570754356294,2.0
3488.0,3843.0,3.6291861872761992,2.0
4565.0,4690.0,3.6305561459001865,2.0
447.0,1013.0,3.6600897834884316,2.0
1127.0,1891.0,3.6667550532247852,2.0
3592.0,4013.0,3.674670274576502,2.0
101.0,745.0,3.683928847375691,2.0
1534.0,1984.0,3.685451217368939,2.0
2400.0,2842.0,3.6998739820049558,2.0
1367.0,4774.0,3.7019214961275133,2.0
52.0,500.0,3.7164683511325625,2.0
2456.0,3084.0,3.7325483753376014,2.0
3371.0,3532.0,3.7378192851005063,2.0
2478.0,2915.0,3.7408608022910017,2.0
3686.0,4031.0,3.745555693275897,2.0
3265.0,3609.0,3.748547365001796,2.0
3431.0,3440.0,3.757982582915762,2.0
1631.0,1743.0,3.782493743104085,2.0
490.0,617.0,3.7827125782755022,2.0
2654.0,3144.0,3.798380018954813,2.0
437.0,529.0,3.8011287732116363,2.0
3902.0,4004.0,3.814134840574263,2.0
4646.0,4955.0,3.8155655130386554,2.0
3400.0,3565.0,3.815794927262512,2.0
3831.0,3899.0,3.8238907671270232,2.0
2687.0,2789.0,3.834874960795823,2.0
4283.0,4463.0,3.8370843877197744,2.0
1372.0,1689.0,3.837118953964137,2.0
1218.0,1428.0,3.8399678859095796,2.0
2211.0,2439.0,3.8427231699155104,2.0
78.0,659.0,3.8437715204169147,2.0
4352.0,4455.0,3.851163753727056,2.0
4357.0,4377.0,3.854176802475009,2.0
1118.0,1277.0,3.8556225629483714,2.0
3037.0,3095.0,3.857174641663283,2.0
1688.0,1994.0,3.866325437274596,2.0
1122.0,1394.0,3.8693916469517724,2.0
2259.0,2897.0,3.876298423661723,2.0
3177.0,3822.0,3.887878363472648,2.0
3206.0,3997.0,3.893312191047733,2.0
3329.0,3858.0,3.912148324101365,2.0
2450.0,2589.0,3.919182056535117,2.0
1223.0,1585.0,3.9296888571685615,2.0
2378.0,2702.0,3.933028931332542,2.0
1448.0,1749.0,3.9383429690546095,2.0
686.0,875.0,3.9396754146610085,2.0
1793.0,2060.0,3.9407524454855527,2.0
2139.0,2159.0,3.94643055339463,2.0
1284.0,1810.0,3.955553987051223,2.0
3545.0,3839.0,3.9574831965135706,2.0
1464.0,1525.0,3.9588201812923702,2.0
125.0,139.0,3.969202586062563,2.0
4336.0,4959.0,3.974307693932663,2.0
2143.0,2544.0,3.98581692452771,2.0
4657.0,4782.0,3.9925476769169412,2.0
4327.0,4650.0,3.99532241283322,2.0
1374.0,1849.0,3.99861153316898,2.0
3646.0,3742.0,4.007320929114279,2.0
4223.0,5069.0,4.007958108530358,3.0
1075.0,1255.0,4.011309326996485,2.0
149.0,681.0,4.0132641502466155,2.0
2532.0,2804.0,4.027575685049653,2.0
3496.0,3641.0,4.0284267555577875,2.0
1866.0,1895.0,4.030109377913603,2.0
3749.0,3799.0,4.062937700697661,2.0
3896.0,3976.0,4.065362291117191,2.0
2399.0,2643.0,4.069603808837844,2.0
492.0,860.0,4.07290641816989,2.0
1258.0,5023.0,4.076040351334438,3.0
81.0,309.0,4.078021542261984,2.0
3181.0,4059.0,4.078038436025274,2.0
4347.0,4372.0,4.084386845791163,2.0
4567.0,4732.0,4.085444897898653,2.0
694.0,914.0,4.090785360844999,2.0
3882.0,4144.0,4.093507209393847,2.0
1698.0,1773.0,4.099228829883641,2.0
3626.0,3794.0,4.1013079197611395,2.0
2102.0,2850.0,4.104633105947859,2.0
1116.0,1957.0,4.106904774374967,2.0
3017.0,3063.0,4.108608430077865,2.0
874.0,938.0,4.125767663554482,2.0
3347.0,3355.0,4.152404061824673,2.0
4437.0,4751.0,4.153824520981109,2.0
3241.0,3378.0,4.158987154615745,2.0
1454.0,1571.0,4.163530884432314,2.0
214.0,706.0,4.165384537542975,2.0
3821.0,4128.0,4.166819146832237,2.0
2515.0,2873.0,4.169229404823245,2.0
37.0,45.0,4.16972980287328,2.0
38.0,171.0,4.171534941668583,2.0
2487.0,2659.0,4.173513560623822,2.0
2621.0,3154.0,4.175364365148277,2.0
3308.0,4121.0,4.188548711575072,2.0
3410.0,3808.0,4.189604508361793,2.0
2188.0,2595.0,4.20634302035729,2.0
4603.0,4749.0,4.206480436720062,2.0
429.0,747.0,4.212941947119909,2.0
4040.0,4138.0,4.214269133617156,2.0
3682.0,3861.0,4.217677892027142,2.0
4276.0,4498.0,4.21845409349146,2.0
2138.0,2165.0,4.218959690141985,2.0
1315.0,2057.0,4.237624607068162,2.0
2101.0,2806.0,4.238270170393469,2.0
1737.0,1824.0,4.2435912275182215,2.0
340.0,519.0,4.251632424737713,2.0
3788.0,4048.0,4.25791232869625,2.0
3472.0,3803.0,4.258115518897223,2.0
504.0,537.0,4.265818754780075,2.0
2126.0,2397.0,4.267045053744129,2.0
56.0,838.0,4.278511804539307,2.0
2291.0,5126.0,4.2814231278451285,3.0
378.0,632.0,4.296832350232637,2.0
4391.0,4442.0,4.3004585005689355,2.0
2349.0,2593.0,4.304134145822551,2.0
3301.0,3993.0,4.308088200819603,2.0
1382.0,1630.0,4.315819591295899,2.0
1416.0,1871.0,4.316925191668837,2.0
4492.0,4553.0,4.3178697023529935,2.0
3205.0,3911.0,4.319174719705742,2.0
817.0,850.0,4.321144978895418,2.0
2708.0,2822.0,4.323070792236482,2.0
1413.0,2061.0,4.327667806633159,2.0
2049.0,4625.0,4.336634004891107,2.0
3272.0,3617.0,4.345767117107616,2.0
94.0,557.0,4.347219220019781,2.0
737.0,837.0,4.347898529438341,2.0
1217.0,1937.0,4.35026347486459,2.0
1421.0,1553.0,4.362228074908972,2.0
4252.0,4649.0,4.370093530350567,2.0
3229.0,3738.0,4.378534976938436,2.0
1962.0,2045.0,4.380752754682601,2.0
3709.0,4222.0,4.39516013400311,2.0
3669.0,5022.0,4.397947837383915,3.0
808.0,941.0,4.398587107090141,2.0
2234.0,2648.0,4.401188656692766,2.0
2407.0,5051.0,4.41077977876086,3.0
2461.0,2813.0,4.412011850148794,2.0
3586.0,3634.0,4.434093460432083,2.0
245.0,494.0,4.43554835771571,2.0
4419.0,4424.0,4.436917306481296,2.0
753.0,1027.0,4.4448809789745845,2.0
2964.0,5049.0,4.450633727622937,3.0
221.0,903.0,4.458242293447965,2.0
4519.0,4628.0,4.463701135792191,2.0
113.0,538.0,4.464381760684793,2.0
4584.0,5154.0,4.466710973858268,3.0
1434.0,1547.0,4.4788161540728515,2.0
57.0,799.0,4.481385723767193,2.0
2322.0,5136.0,4.48661802202852,3.0
1095.0,1207.0,4.492153040807219,2.0
4407.0,4632.0,4.496302741903005,2.0
16.0,207.0,4.498127853086547,2.0
2732.0,3057.0,4.500238093134238,2.0
1823.0,2031.0,4.512301217870799,2.0
1281.0,1805.0,4.515166554225838,2.0
406.0,4322.0,4.53317398352068,2.0
321.0,325.0,4.537368306787125,2.0
2388.0,2647.0,4.545860885702826,2.0
5002.0,5177.0,4.555626000720518,4.0
1157.0,1839.0,4.561212970421144,2.0
527.0,656.0,4.561420610154941,2.0
4589.0,4701.0,4.567449706386219,2.0
3295.0,3483.0,4.569110208256202,2.0
4514.0,4591.0,4.570002744924032,2.0
140.0,1050.0,4.57382957926207,2.0
3307.0,4165.0,4.5776126926148315,2.0
2262.0,2891.0,4.57818220292422,2.0
3723.0,4180.0,4.58045656455413,2.0
2306.0,2343.0,4.581207608839015,2.0
70.0,868.0,4.593984249174034,2.0
2064.0,5073.0,4.594723818154959,3.0
2391.0,3035.0,4.596301270749483,2.0
4669.0,4929.0,4.600298498603901,2.0
878.0,5056.0,4.608661196508875,3.0
4447.0,4600.0,4.612022431311366,2.0
2449.0,5065.0,4.6215571378615925,3.0
1341.0,2050.0,4.628434147139424,2.0
161.0,294.0,4.629538080842914,2.0
588.0,1011.0,4.632450819377516,2.0
