pc1,pc2,Booking ID,Customer ID
-34.674380074920606,0.5164196205639933,"""CNR5884300""","""CID1982111"""
-72.94580930531582,1.0611075675057482,"""CNR1326809""","""CID4604802"""
7.533122699989557,1.2945433399300827,"""CNR8494506""","""CID9202816"""
41.19352545823276,58.27535417002349,"""CNR8906825""","""CID2610914"""
36.23319175104259,32.59387110354411,"""CNR1950162""","""CID9933542"""
81.44295398270592,34.09471908418652,"""CNR4096693""","""CID4670564"""
-45.993059425082045,-76.61590761173385,"""CNR2002539""","""CID6800553"""
-37.56886368625439,46.079935784400384,"""CNR6568000""","""CID8610436"""
-8.216051138723248,-33.61534719686986,"""CNR4510807""","""CID7873618"""
-87.45313010221864,46.343300800905496,"""CNR7721892""","""CID5214275"""
-92.54177236139404,3.9955405802162574,"""CNR9070334""","""CID6680340"""
-116.73638416322152,28.901411504790385,"""CNR9551927""","""CID7568143"""
-31.914659448494437,-13.135910007678909,"""CNR4386945""","""CID5543520"""
-28.305243505785246,38.940700194208425,"""CNR2987763""","""CID2669710"""
-28.18473470098651,42.56591996573827,"""CNR8962232""","""CID1789354"""
14.259089422848179,18.61224031445436,"""CNR2390352""","""CID5432215"""
28.370345277503258,16.923414334190703,"""CNR3221338""","""CID2581698"""
-98.25525832003079,-2.0086571912830484,"""CNR6739317""","""CID8682675"""
-34.43828667800821,76.52236035618982,"""CNR6126048""","""CID1060329"""
-6.223558741367186,-57.23809958411423,"""CNR9465840""","""CID9046501"""
-30.53552717444108,-26.481368739363184,"""CNR9843229""","""CID4929303"""
1.1504932932800196,80.2013780897536,"""CNR7911434""","""CID8465004"""
-78.51493781245016,-14.332245846284215,"""CNR6178330""","""CID7719678"""
-5.761588979551906,-35.60937477344814,"""CNR5309981""","""CID3870048"""
-31.87389819595787,78.1589687952398,"""CNR2978950""","""CID2977484"""
-60.06972546403702,45.99050537706044,"""CNR2806943""","""CID7550481"""
78.2491644925525,-12.973018083525,"""CNR3614535""","""CID2507102"""
-39.049256023817335,-35.45392346887396,"""CNR4499383""","""CID5717521"""
-88.25561345621526,23.31701705600414,"""CNR9834201""","""CID7891331"""
45.5134653083089,25.458677409274344,"""CNR8779845""","""CID7444351"""
11.028876541664895,-93.6706523766592,"""CNR2178654""","""CID3631860"""
9.421648959291227,-38.98669898626527,"""CNR3871541""","""CID9849259"""
58.0751026340974,16.86439641047125,"""CNR2877692""","""CID5901711"""
-30.196955829049813,-90.2638316244346,"""CNR9603633""","""CID5856503"""
-41.80409776102539,30.35223259592397,"""CNR8087051""","""CID9716528"""
-16.1203737700109,-13.749426861701625,"""CNR7823292""","""CID9377721"""
-4.535163737167433,-30.08806941516779,"""CNR9918895""","""CID9520433"""
53.644803770119346,29.443629106265636,"""CNR7401001""","""CID9958715"""
-61.058756436227064,-13.899983787235074,"""CNR2631310""","""CID4355670"""
23.302342129817568,-77.56512674965855,"""CNR4218487""","""CID3037053"""
39.805000906016424,97.68772563350284,"""CNR5333099""","""CID5112050"""
-78.39336391847395,-33.225777800364526,"""CNR5969954""","""CID5558118"""
12.48484072166079,-77.33683299212764,"""CNR4130953""","""CID3196782"""
49.609802820665585,-53.71562579346835,"""CNR6693125""","""CID7364449"""
-47.23282246606159,-56.069609248263625,"""CNR9572979""","""CID3474992"""
-54.15045201868136,62.795259893238935,"""CNR6444364""","""CID8262635"""
-96.33838635552003,35.95506547828761,"""CNR4862806""","""CID7875150"""
55.520681109270114,15.23373174713144,"""CNR4674790""","""CID4795905"""
55.520676589252105,15.23369622225521,"""CNR6866217""","""CID7798304"""
56.63146668901191,52.68768354580245,"""CNR4932611""","""CID8795963"""
-72.55960074103986,32.11864818022921,"""CNR1572483""","""CID6059557"""
-19.806260118439067,31.30778620217847,"""CNR6945858""","""CID9079088"""
32.420799686373876,-13.687569195172898,"""CNR6584679""","""CID4738537"""
32.684689689146374,-28.93348559095134,"""CNR6125653""","""CID2808212"""
30.754527238310608,102.59279414506057,"""CNR6092529""","""CID5040634"""
-33.21937657620873,-22.26276034819121,"""CNR6339107""","""CID7358763"""
-46.48098691642499,58.19319610020268,"""CNR1349015""","""CID9386278"""
40.72462807924778,88.78703322144344,"""CNR9773309""","""CID9965847"""
9.662470796138331,-28.167210841583294,"""CNR2107544""","""CID1266188"""
28.59678454647181,-37.45380031164693,"""CNR4171959""","""CID8470723"""
-108.91266541361436,31.50892431826336,"""CNR5316307""","""CID1816553"""
96.49097999329801,-41.6603656956746,"""CNR3635865""","""CID6477355"""
-5.910545240953046,35.41061537852934,"""CNR2497989""","""CID5007066"""
-41.25637384453044,-48.710612752125655,"""CNR8946337""","""CID6438326"""
41.064177844355484,77.15524209668558,"""CNR3740694""","""CID5885514"""
30.520226396708207,52.66337396300227,"""CNR4660896""","""CID5486947"""
84.35866066134754,27.66011665505397,"""CNR2513330""","""CID7805280"""
-65.1760722645888,-52.07923103916909,"""CNR9252424""","""CID9413620"""
98.46972051879085,-0.10906955205983547,"""CNR3096031""","""CID3101926"""
-55.89039876066944,-59.20165944467503,"""CNR4141159""","""CID6810411"""
-1.4612271400358894,-16.279440246613735,"""CNR6757829""","""CID8433663"""
-17.339653119471524,19.8422645229512,"""CNR6204326""","""CID9419495"""
60.65761557493058,-4.017446396929529,"""CNR3347993""","""CID4871438"""
56.094709603032015,1.376593274978066,"""CNR6796311""","""CID1880505"""
-12.29443309695073,-29.099500239319962,"""CNR3908312""","""CID8787746"""
90.82006145732306,-34.601782355889036,"""CNR9416323""","""CID1025742"""
-12.711233739359642,-63.73077059855204,"""CNR2912296""","""CID8094609"""
