cluster,Booking ID,Customer ID
2,"""CNR7084849""","""CID5789841"""
2,"""CNR3159533""","""CID9810562"""
2,"""CNR4051549""","""CID9603664"""
2,"""CNR2248226""","""CID4255139"""
2,"""CNR8602446""","""CID2328492"""
2,"""CNR2561521""","""CID3709129"""
2,"""CNR1176276""","""CID9866805"""
2,"""CNR7733243""","""CID9648872"""
2,"""CNR2426571""","""CID7981656"""
2,"""CNR8284653""","""CID8822363"""
2,"""CNR7492154""","""CID5250942"""
2,"""CNR7399089""","""CID4851714"""
2,"""CNR4502021""","""CID1589558"""
2,"""CNR6664052""","""CID8718715"""
2,"""CNR6461402""","""CID6046779"""
2,"""CNR9693109""","""CID1959450"""
2,"""CNR9512364""","""CID1978444"""
2,"""CNR4675411""","""CID6184055"""
2,"""CNR7930149""","""CID1890931"""
2,"""CNR3203315""","""CID5528686"""
2,"""CNR2143313""","""CID7957552"""
2,"""CNR7708274""","""CID6808397"""
2,"""CNR7141164""","""CID1865705"""
2,"""CNR1754513""","""CID6741685"""
2,"""CNR1671313""","""CID3301576"""
2,"""CNR2007869""","""CID5633406"""
2,"""CNR9753024""","""CID8198556"""
2,"""CNR2245527""","""CID2024535"""
2,"""CNR7052278""","""CID9753475"""
2,"""CNR8370584""","""CID9284742"""
2,"""CNR1069520""","""CID3404698"""
2,"""CNR7675250""","""CID8546127"""
2,"""CNR8605682""","""CID9101268"""
2,"""CNR1493597""","""CID1993568"""
2,"""CNR3656053""","""CID1882858"""
2,"""CNR3071716""","""CID4995747"""
2,"""CNR6346329""","""CID3568871"""
2,"""CNR1623608""","""CID5629179"""
2,"""CNR7324289""","""CID8348020"""
2,"""CNR1213209""","""CID2975796"""
2,"""CNR4565851""","""CID2263382"""
2,"""CNR2204317""","""CID1318630"""
2,"""CNR6746752""","""CID1476368"""
2,"""CNR1237202""","""CID3932343"""
2,"""CNR8616833""","""CID2344321"""
2,"""CNR3903789""","""CID3333719"""
2,"""CNR3442899""","""CID2140931"""
2,"""CNR2617996""","""CID2390135"""
2,"""CNR9666035""","""CID6517150"""
2,"""CNR5947104""","""CID5910822"""
2,"""CNR9913132""","""CID5482137"""
2,"""CNR7015918""","""CID2838854"""
2,"""CNR4413575""","""CID7656386"""
2,"""CNR6826474""","""CID8885199"""
2,"""CNR5833632""","""CID7559630"""
2,"""CNR8113373""","""CID5042495"""
2,"""CNR2547329""","""CID6978740"""
2,"""CNR5202042""","""CID3118250"""
2,"""CNR3129642""","""CID5595153"""
2,"""CNR4261663""","""CID6751647"""
2,"""CNR5217431""","""CID2894118"""
2,"""CNR9927935""","""CID1864458"""
2,"""CNR2327616""","""CID7377755"""
2,"""CNR5563331""","""CID9962619"""
2,"""CNR2139424""","""CID8332049"""
2,"""CNR6086542""","""CID5619797"""
2,"""CNR7635779""","""CID7226292"""
2,"""CNR3240277""","""CID4942608"""
2,"""CNR9933110""","""CID2736878"""
2,"""CNR6849348""","""CID8024335"""
2,"""CNR6652834""","""CID1110427"""
2,"""CNR6168198""","""CID4298656"""
2,"""CNR7555199""","""CID5310889"""
2,"""CNR8048190""","""CID7264726"""
2,"""CNR3661360""","""CID4622535"""
2,"""CNR7690966""","""CID4310390"""
2,"""CNR2646605""","""CID2365885"""
2,"""CNR4759023""","""CID6125319"""
2,"""CNR6507520""","""CID2777705"""
2,"""CNR4664377""","""CID2374499"""
2,"""CNR2925013""","""CID4561148"""
2,"""CNR9930844""","""CID1141766"""
2,"""CNR2345185""","""CID3487599"""
2,"""CNR9169801""","""CID7946435"""
2,"""CNR6982304""","""CID5290982"""
2,"""CNR6147043""","""CID4035052"""
2,"""CNR3305760""","""CID5084730"""
2,"""CNR2505536""","""CID3245608"""
2,"""CNR2403680""","""CID6675903"""
2,"""CNR6296261""","""CID5634944"""
2,"""CNR6269995""","""CID8558374"""
2,"""CNR4298633""","""CID5176352"""
2,"""CNR5419852""","""CID5437093"""
2,"""CNR8377965""","""CID2505625"""
2,"""CNR1534683""","""CID7531712"""
2,"""CNR8252177""","""CID1224656"""
2,"""CNR8432339""","""CID6280957"""
2,"""CNR9204704""","""CID2618727"""
2,"""CNR3710346""","""CID6265787"""
2,"""CNR9195332""","""CID3897879"""
2,"""CNR8605350""","""CID4525470"""
2,"""CNR2061516""","""CID1483479"""
2,"""CNR1768292""","""CID1001483"""
2,"""CNR6361894""","""CID9760212"""
2,"""CNR1305225""","""CID4805502"""
2,"""CNR2297976""","""CID5062662"""
2,"""CNR5919811""","""CID8511326"""
2,"""CNR2692380""","""CID3114991"""
2,"""CNR5604386""","""CID6161530"""
2,"""CNR7598220""","""CID8360934"""
2,"""CNR7123122""","""CID6914388"""
2,"""CNR4856867""","""CID7695380"""
2,"""CNR4038965""","""CID6136112"""
2,"""CNR7253731""","""CID8819168"""
2,"""CNR4901693""","""CID9513820"""
2,"""CNR1592768""","""CID2793989"""
2,"""CNR4862788""","""CID5546673"""
2,"""CNR9189080""","""CID1415514"""
2,"""CNR1864471""","""CID6444428"""
2,"""CNR1282559""","""CID6904103"""
2,"""CNR2701591""","""CID8313307"""
2,"""CNR9204898""","""CID6396380"""
0,"""CNR7370180""","""CID9343438"""
2,"""CNR1022423""","""CID1664156"""
2,"""CNR8731308""","""CID8938372"""
2,"""CNR6008729""","""CID8950847"""
2,"""CNR3963479""","""CID9286219"""
2,"""CNR6528408""","""CID2821174"""
2,"""CNR9877201""","""CID6763536"""
2,"""CNR7616575""","""CID1098280"""
2,"""CNR1033867""","""CID5105418"""
2,"""CNR7335091""","""CID9251946"""
2,"""CNR8921443""","""CID8147214"""
2,"""CNR9373558""","""CID6756079"""
2,"""CNR1476461""","""CID6794117"""
2,"""CNR1767387""","""CID2679810"""
2,"""CNR1779176""","""CID8013057"""
2,"""CNR4482760""","""CID9274590"""
2,"""CNR2466170""","""CID8123013"""
2,"""CNR2919843""","""CID8078355"""
2,"""CNR9671407""","""CID2056237"""
2,"""CNR7849637""","""CID9323038"""
2,"""CNR9750168""","""CID7691557"""
2,"""CNR7763905""","""CID5382906"""
2,"""CNR1931760""","""CID3961051"""
2,"""CNR8749575""","""CID4306932"""
2,"""CNR6486099""","""CID7241478"""
2,"""CNR3021930""","""CID7261805"""
