cluster,Booking ID,Customer ID
0,"""CNR3558857""","""CID8778360"""
0,"""CNR5052392""","""CID7088743"""
0,"""CNR2029594""","""CID5323591"""
0,"""CNR5822944""","""CID2853495"""
0,"""CNR1853288""","""CID7985405"""
0,"""CNR1924980""","""CID4572123"""
0,"""CNR6428706""","""CID3985840"""
0,"""CNR8644031""","""CID4710639"""
0,"""CNR3291891""","""CID6421919"""
0,"""CNR9495382""","""CID3344206"""
2,"""CNR6325880""","""CID9626358"""
0,"""CNR2313454""","""CID8112717"""
0,"""CNR3869167""","""CID7789672"""
0,"""CNR1500385""","""CID8969471"""
0,"""CNR4281997""","""CID5001286"""
0,"""CNR4185490""","""CID3662820"""
0,"""CNR2441181""","""CID7295634"""
0,"""CNR8770474""","""CID4525233"""
0,"""CNR5490051""","""CID8534736"""
0,"""CNR5067047""","""CID8229521"""
0,"""CNR9929685""","""CID8121071"""
0,"""CNR8687476""","""CID3041449"""
0,"""CNR4854179""","""CID1064699"""
0,"""CNR2773573""","""CID7619469"""
2,"""CNR8303177""","""CID8784370"""
2,"""CNR8697325""","""CID4015744"""
0,"""CNR7070248""","""CID1713953"""
2,"""CNR5496390""","""CID6411442"""
0,"""CNR8324751""","""CID2811449"""
2,"""CNR3623086""","""CID3071155"""
0,"""CNR1673425""","""CID1560999"""
2,"""CNR2785361""","""CID1441899"""
0,"""CNR5436942""","""CID8333094"""
2,"""CNR8668239""","""CID3173408"""
0,"""CNR3530541""","""CID8420306"""
0,"""CNR1030337""","""CID8025419"""
0,"""CNR2855354""","""CID7716310"""
0,"""CNR6710822""","""CID8175852"""
2,"""CNR9678211""","""CID8385568"""
2,"""CNR2336533""","""CID5881523"""
0,"""CNR1832695""","""CID8410755"""
0,"""CNR9087789""","""CID6927506"""
0,"""CNR7806328""","""CID1075963"""
0,"""CNR8478409""","""CID8796136"""
0,"""CNR9413727""","""CID6027527"""
0,"""CNR8769795""","""CID1999443"""
0,"""CNR8885319""","""CID4698873"""
2,"""CNR4480885""","""CID3456328"""
0,"""CNR5555885""","""CID8748108"""
0,"""CNR1503125""","""CID8728706"""
2,"""CNR3307093""","""CID7850654"""
0,"""CNR2786684""","""CID6943734"""
0,"""CNR2233949""","""CID7431367"""
0,"""CNR5318787""","""CID5214294"""
0,"""CNR9041583""","""CID3711276"""
0,"""CNR7207389""","""CID4950963"""
2,"""CNR7594731""","""CID5888732"""
0,"""CNR1525879""","""CID9479145"""
0,"""CNR5547305""","""CID8378248"""
0,"""CNR2287595""","""CID3915030"""
0,"""CNR5744095""","""CID1209704"""
0,"""CNR2879528""","""CID2491038"""
2,"""CNR8068770""","""CID4441307"""
0,"""CNR6799667""","""CID8229528"""
0,"""CNR2196340""","""CID2969700"""
0,"""CNR5199908""","""CID9592057"""
0,"""CNR9612243""","""CID8067768"""
0,"""CNR9992160""","""CID6345779"""
0,"""CNR4394477""","""CID4478167"""
0,"""CNR1487413""","""CID1275378"""
0,"""CNR6048892""","""CID3415570"""
2,"""CNR3280574""","""CID8591765"""
2,"""CNR9964590""","""CID4382532"""
0,"""CNR7749526""","""CID9041201"""
0,"""CNR3376684""","""CID9582455"""
0,"""CNR2868272""","""CID1530343"""
0,"""CNR4348864""","""CID4609751"""
0,"""CNR6444981""","""CID3705816"""
2,"""CNR7039176""","""CID4648119"""
0,"""CNR5764996""","""CID7190008"""
0,"""CNR3681200""","""CID4699035"""
0,"""CNR7471320""","""CID7902808"""
0,"""CNR2697342""","""CID3447723"""
0,"""CNR2743170""","""CID4803714"""
0,"""CNR7839519""","""CID4835507"""
0,"""CNR7735611""","""CID7492770"""
0,"""CNR2471122""","""CID1740172"""
2,"""CNR8069522""","""CID5961593"""
0,"""CNR1490146""","""CID6868249"""
0,"""CNR8493937""","""CID7517575"""
0,"""CNR4915334""","""CID3575568"""
0,"""CNR7855069""","""CID3950476"""
0,"""CNR9381345""","""CID2860890"""
0,"""CNR8100553""","""CID4323779"""
0,"""CNR6599088""","""CID6719778"""
0,"""CNR4460377""","""CID2407050"""
2,"""CNR6088152""","""CID9908064"""
0,"""CNR2497974""","""CID4803263"""
2,"""CNR5835197""","""CID2948860"""
0,"""CNR9325972""","""CID8430471"""
0,"""CNR1436872""","""CID4063335"""
2,"""CNR3789354""","""CID6391957"""
2,"""CNR9884310""","""CID3343797"""
0,"""CNR1276918""","""CID5779463"""
0,"""CNR8895020""","""CID7190744"""
2,"""CNR2060394""","""CID1013661"""
0,"""CNR3280395""","""CID9652434"""
0,"""CNR3401036""","""CID4240657"""
2,"""CNR1419517""","""CID7896934"""
2,"""CNR5091010""","""CID7139695"""
0,"""CNR9844595""","""CID8010743"""
0,"""CNR2046030""","""CID2646637"""
0,"""CNR8454541""","""CID7601524"""
0,"""CNR7844133""","""CID9200116"""
0,"""CNR3878625""","""CID2241393"""
0,"""CNR7213710""","""CID2227189"""
0,"""CNR3153297""","""CID7263571"""
0,"""CNR2461324""","""CID8227385"""
0,"""CNR2797183""","""CID9853447"""
0,"""CNR9388728""","""CID8842045"""
0,"""CNR8282654""","""CID7800600"""
2,"""CNR8909666""","""CID1160084"""
0,"""CNR9484567""","""CID8487227"""
2,"""CNR4138305""","""CID3702247"""
2,"""CNR7919622""","""CID5262884"""
0,"""CNR3799131""","""CID2628159"""
2,"""CNR7126511""","""CID8591258"""
0,"""CNR5817418""","""CID6694274"""
0,"""CNR6618765""","""CID4692578"""
2,"""CNR1435674""","""CID7768317"""
0,"""CNR9619975""","""CID8798133"""
0,"""CNR2361672""","""CID6218912"""
2,"""CNR3868095""","""CID7949065"""
0,"""CNR3568157""","""CID4645124"""
0,"""CNR9317088""","""CID3108709"""
0,"""CNR5407374""","""CID3538241"""
0,"""CNR6147341""","""CID5136935"""
0,"""CNR4127667""","""CID8395229"""
0,"""CNR4367173""","""CID4861587"""
0,"""CNR6361847""","""CID6122077"""
0,"""CNR3186985""","""CID8960406"""
0,"""CNR1640277""","""CID2172445"""
0,"""CNR6342893""","""CID2618653"""
0,"""CNR7284499""","""CID2523152"""
0,"""CNR2809832""","""CID1577269"""
2,"""CNR6963541""","""CID6510536"""
0,"""CNR9640247""","""CID8243562"""
0,"""CNR2382987""","""CID8804795"""
0,"""CNR4411907""","""CID2931000"""
0,"""CNR1268452""","""CID8485681"""
2,"""CNR4222041""","""CID4967915"""
0,"""CNR9467287""","""CID5746741"""
0,"""CNR8237315""","""CID1224859"""
2,"""CNR7742145""","""CID9915503"""
2,"""CNR9734602""","""CID3248441"""
0,"""CNR4847532""","""CID3023859"""
0,"""CNR5177000""","""CID7795707"""
0,"""CNR9640519""","""CID4192744"""
2,"""CNR7447802""","""CID3207053"""
0,"""CNR9067874""","""CID7125411"""
2,"""CNR2690708""","""CID8443994"""
0,"""CNR8166618""","""CID7856169"""
0,"""CNR1522344""","""CID8466789"""
0,"""CNR7551949""","""CID9784874"""
0,"""CNR2674809""","""CID4000179"""
0,"""CNR2424738""","""CID9904806"""
0,"""CNR4143263""","""CID3746657"""
2,"""CNR4401349""","""CID4060555"""
2,"""CNR6395084""","""CID6974774"""
0,"""CNR5754234""","""CID3233046"""
2,"""CNR6403899""","""CID9198652"""
2,"""CNR4068955""","""CID6258755"""
0,"""CNR5087236""","""CID8691478"""
0,"""CNR4346828""","""CID9750911"""
